"latitude","longitude","sample_feature"
40.807324046,-73.949418862,0.215316161646013
40.666384953,-73.883200414,0.183747835508391
40.852690753,-73.904879772,1.08604925494274
40.820369696,-73.938132846,0.028712984405315
40.621561041,-73.989547814,1.04225410029393
40.664696379,-73.925466675,0.0882655319405911
40.597153479,-74.085097869,-1.40843189023372
40.661076321,-73.958821762,0.055221362792148
40.854063692,-73.902296834,-0.0713054097993633
40.754139974,-73.831688558,0.360867185953497
40.655639713,-73.911539907,0.188399785254256
40.681349153,-73.978714903,-0.556189264665308
40.744447984,-73.976125239,0.0867961527603394
40.887451313,-73.847607787,-0.641029410393987
40.832741241,-73.921870763,0.363449731766391
40.511804335,-74.250034592,-0.677465788588321
40.675279979,-73.746316289,0.532818404290161
40.644261657,-73.978517733,-0.326790597853394
40.687148133,-73.975103688,0.520969706406657
40.837387781,-73.835507459,-0.313712240924816
40.679051107,-73.84928458,-0.475505176539298
40.657045329,-73.915574672,-0.100043391690534
40.653541852,-73.934950297,1.9624124497391
40.632429754,-73.947224005,1.22760816029512
40.742833788,-73.998428024,1.50416582087986
40.877881072,-73.907610053,-2.24576163616019
40.709141698,-74.006858254,-1.01486651091957
40.877261021,-73.918896667,0.991759200750696
40.641856236,-73.909089911,-1.33658703533217
40.839739531,-73.913178032,0.215665357745819
40.590424964,-74.154511275,-0.281310417973673
40.779516436,-73.985890603,1.16136180435176
40.671482635,-73.806356298,-1.3188410614469
40.730865187,-73.98148456,0.124337393886294
40.636282304,-74.086394409,0.4808058811996
40.698784166,-73.802663391,-0.94488723319193
40.733405399,-74.006351987,-0.105023598537234
40.658205238,-73.891331386,0.696380543661041
40.78156515,-73.778008506,-1.89174506379828
40.672612574,-73.95163714,-0.914629400629872
40.695415563,-73.833430748,0.0727821867078828
40.843852757,-73.936824333,-0.361980824208187
40.84387081,-73.865131956,0.650073944801343
40.829060282,-73.921434244,1.06569427454495
40.830447407,-73.875790162,-0.00427698338455156
40.747401911,-73.862981385,0.970377011851032
40.59806058,-73.999706161,-0.571546099711075
40.648441207,-73.974786593,0.0177105330519745
40.692681179,-73.990914183,0.00616526336987138
40.778805016,-73.982059779,0.0939506021743026
40.655187845,-74.003605473,0.0937300936674163
40.66306974,-73.918854313,0.610024434895758
40.760626741,-73.936091079,-0.406556363944394
40.722335869,-73.995188827,-0.575087039308514
40.864027324,-73.893406511,1.24679525523924
40.759768442,-73.989811298,0.543930546775474
40.827696606,-73.894483683,-0.474574466244513
40.735783278,-73.810625803,0.19374500075133
40.643154105,-74.012357433,0.97979946959908
40.705502825,-73.934326122,2.40345784045136
40.734418025,-73.99085076,-1.38458025369465
40.685139187,-73.933985611,-1.12007514094462
40.760885053,-73.875912663,-0.842949590024659
40.885846065,-73.845839362,0.942645577001221
40.595265987,-73.755010164,-0.0384977130053118
40.816754365,-73.94818335,-0.9929039576563
40.831108781,-73.846110728,1.69859221803273
40.750654795,-73.821194584,-2.11203196882785
40.839312083,-73.875094178,0.50220837873052
40.872568792,-73.849095454,-1.55258990810461
40.764434359,-73.988265529,0.171790824479609
40.858615899,-73.891669112,0.255720156327192
40.695669279,-73.914840583,-0.256623176945548
40.775942253,-73.960155248,-0.226050065633202
40.688663587,-73.939170927,1.17697233898157
40.834514273,-73.930357368,-0.435040816393167
40.613295349,-73.968410328,0.124153817642434
40.869682171,-73.865267621,-0.298104693613031
40.903550041,-73.852718582,-1.15894229012747
40.711195873,-73.967447743,-1.26046030668232
40.579380452,-73.967832378,1.26955445068243
40.622311867,-74.019896696,0.0958825345090038
40.755450355,-73.941647388,1.44140877041743
40.706065014,-73.964420552,0.28822151597719
40.714726429,-73.941643359,-0.654354865897094
40.874144607,-73.833395238,0.620456744596124
40.750664208,-73.990866575,0.125595867891109
40.745177944,-73.920667026,0.504053144093824
40.75881131,-73.858012706,0.557413627393614
40.745135489,-73.911377773,-0.898352938162364
40.656039629,-73.940047631,-0.511218919764969
40.76120879,-73.927120247,0.12284983622172
40.681396411,-73.848157984,0.305750459866356
40.786702085,-73.850474529,-0.0660753941899188
40.696162174,-73.827857224,-1.13042789370156
40.814729212,-73.949200086,-0.204192719126946
40.81543532,-73.917255972,-1.64201610448854
40.585321363,-73.810022782,0.199497448708458
40.624998356,-74.144025459,-0.195548379897645
40.691471233,-73.944079726,0.115422179643713
40.636762182,-73.920576127,-1.09327880966139
40.800380481,-73.950789433,0.314830463399277
40.582301992,-74.168936095,-1.37163839606789
40.586373818,-74.102884107,0.556385135765738
40.7691483,-73.958115939,-1.18932342176364
40.756223758,-73.907233755,-0.414602205389893
40.836121511,-73.905568406,-0.417240083061316
40.604925324,-73.746317119,-0.152314703154686
40.636575387,-74.025705422,0.0851295461537627
40.871191678,-73.900322785,1.61242106760102
40.597530654,-73.993573801,-0.607976554767786
40.741847765,-73.878773748,-0.697994769603934
40.765122262,-73.959508314,-0.547085602682448
40.687335253,-73.934419735,0.559628390518076
40.762452958,-73.823769217,-0.510884138782281
40.749090125,-73.880402716,-0.378843162740793
40.640661237,-74.095545122,0.319832348445768
40.654254118,-73.94848255,-0.230192682253093
40.862413323,-73.831208468,-1.98723456373383
